Start time,End time,Transcript,English Translation
916.200,944.600,แต่ว่าวันนี้หนูมีเวลาคิดตั้งแต่วันนี้แล้วพอรับเล่มกรมธรรม์นับเป็นวันที่ 1 ถูกมั้ยคะเรายืดหยุ่นไปอีก 30 วันเนาะมีเวลาตัดสินใจแต่ตรงเนี้ยที่พี่อยากให้เปิดการออมเพราะเราดูแลเรื่องทุนชีวิตอยู่แล้วตั้งแต่วันนี้เราไม่รู้ว่าเหตุการณ์ข้างหน้าจะเกิดอะไรขึ้นถูกมั้ยคะน้องนันทพงศ์อันนี้พี่ไม่ได้มีเจตนาก็จะต้องให้น้องเป็นอะไรคืออยากให้น้องอ่ะลองเปิดการออมเปิดใจแล้วรับเล่มกรมธรรม์ไปตรวจสอบความถูกต้องถูกไหมคะ,"But today I have time to think from today and when I receive the policy, it's day 1. Is that right? We're flexible for another 30 days. I have time to decide, but this is where I want you to open up savings because we take care of capital. It's already life, from today we don't know what will happen in the future, is that right Nong Nanthapong? I didn't have any intention of doing this to you. I want you to try opening your savings and opening your heart. Receive the policy book and check whether it is correct or not."
945.100,963.200,"อ่าโอเคยังไงวันนี้พี่เรียนเชิญเก็บออมที่ขั้นต่ำไปก่อนก็ได้ที่ 2,25 บาทนะคะเก็บเอาไปได้ด้วยกันนะคะน้องท่านพ่อ 2,25 นี่เราต้องส่งเป็นรายเดือนใช่มั้ยอันนี้ถ้าถ้าสมมุติถ้าเปิดถ้าเปิดวันนี้แล้วเราต้องจ่ายวันไหนดีวันที่ 11 พฤษภาคมค่ะ","Ah, okay, today I invite you to save at a minimum of 2,25 baht first. You can save it together, Father. 2,25, we have to send it monthly, right? Now, if we were to open today, what day would we have to pay? May 11th."
963.700,973.000,11 พฤษภาคมถ้าสมมุติ 11 พฤษภาคมไม่ไหวนี่เราก็ผ่านไปได้อีกเดือนนึงก็คือ 11 มิถุนายน,"May 11th, if let's say May 11th is not possible, then we can go through another month, June 11th."
973.900,1004.300,หรือวันที่ 10 มิถุนายนให้มันก่อน 30 วันใช่แต่เราเรทไปก็ถึงประมาณวันที่ 10 มิถุนายนวันที่ 11 มิถุนายนใช่ไหมคือว่าแล้วเราก็ใส่ยอดเข้ามา 2 คันนี้ 200 บาทน้องฟังพี่เสาร์นี้นะน้องทำการใส่บินอันนี้น้องใช้แอปของธนาคารอะไรอยู่เดี๋ยวพี่จะแจ้งก่อนไทยพาณิชย์ไหม,"Or on June 10th, give it 30 days earlier, yes, but at our rate it will arrive around June 10th, June 11th, right? That is, then we put in the amount for these 2 cars, 200 baht. Listen to me, this Saturday, you will do the work. Wearing this flight, what bank's app are you using? I'll let you know before Siam Commercial Bank."
1005.600,1065.500,"กล่องไทยพาณิชย์ผมไม่ค่อยใช้แล้วเพราะว่าตอนนี้ผมใช้ของกรุงเทพฯแบงค์กรุงเทพน้องก็ไปทำที่จ่ายบิลเนอะแล้วน้องใส่รหัสบริษัทพี่นะคะจ่ายบิลเหมือนจ่ายค่าน้ำค่าไฟน้องๆนึกออกใช่ไหมมันจะมีดินแบบนั้นมาแล้วก็ให้เราจ่ายดินอยู่ในแอปธนาคารสมมุติพอขึ้นสายบินให้กับบริษัท fwd ก็จะมีชื่อน้องนันทพงศ์ต่ายบินให้กับบริษัท fwd ประกันชีวิตยอด 2,000 กับ 25 บาทนะคะพอรับเล่มกรมธรรม์เขาจะมีระบุเลยว่าน้องจ่ายบิลมันจะมีเอกสารไปให้น้องพร้อมกับเล่มกรมธรรม์ใช่แล้วก็ถ้าน้องประสบอุบัติเหตุค่ะมันมีเล่มกรมธรรม์มานี่คือว่ามันมีบัตรบริเวณที่หรือว่าไม่มีมันมีแต่ผ่านมาอย่างเดียวก็คือเป็นเล่มกรมธรรม์เลยค่ะน้องมันไม่ได้มีอะไรใช่แต่ว่าน้องสามารถโหลดแอปนี้นะคะเพื่อเพื่อดูได้ว่าเราเก็บอ้อมเท่าไหร่และถ้าสมมุติเนาะจะเปลี่ยน","I don't use the Siam Commercial Bank box anymore because now I use Bangkok Bank. You just go to the bill dispenser and enter your company code and pay the bill like you pay for water and electricity. Can you imagine? It'll have dirt like that. Then let us pay the money in the imaginary bank app. When we board the flight for the FWD company, there will be the name of Nong Nanthaphong Tai flying for the FWD company with life insurance worth 2,000 and 25 baht. When we receive the policy book, he will have Specify that if you pay the bill, there will be documents sent to you along with the policy book. Yes, and if you have an accident, there will be a policy book. This is whether there is a card in that area or there is not, it just happened. Well, it's a policy book. It doesn't have anything in it, but you can download this app so you can see how much Om we've collected and if we should change it."
1065.500,1097.600,แต่ที่อยู่น้องสามารถทำเปลี่ยนแปลงในแอปออมนี้ได้เลยนะคะอ๋อใช่แล้วก็ใช่โหลดแอปนี้มาแล้วว่าเราว่าเราจ่ายได้กี่เดือนกี่เดือนแล้วแล้วยอดแล้วยอดมันจะขึ้นมาแบบเป็นยอดสะสมมาคล้ายๆเงินประกันสังคมแล้วนี่ใช่มั้ยใช่แล้วก็นั่นน่ะค่ะแล้วเราสิ้นปีเค้าก็จะบอกว่าน้องอ่ะได้ประมาณเท่าไหร่เอางี้เนาะน้องน้องนั้นทำโพงเดี๋ยวพี่ขอส่งสายให้หัวหน้าอธิบายเพิ่มเติมเพื่อความชัดเจนในการจ่ายบิลนะโอเคได้ๆครับผม,"But your address can be changed in this savings app. Oh, yes, that's right. Download this app and tell us how many months you can pay, and then the total will come up as a cumulative amount. It's similar to social security money. Is this right? Yes, that's it. Then at the end of the year they will tell you how much you've earned. Well, that little one will make a statement. I'll forward the line to the boss. Please explain further for clarity in paying bills. OK."
1099.400,1159.200,ฮัลโหลค่ะครับผม 503004726 ขออนุญาตอ่าลงสายต่อให้น้องนะคะอันนี้ลูกค้าสนใจตรงไหนเอ่ยไม่ผมสงสัยว่าแบบเออสมมุติถ้าเราจ่ายเป็นรายเดือนแบบนี้มันจะมีแค่เล่มกรมธรรม์มาแล้วก็เป็นเลขนั้นมาแล้วก็ให้เราจ่ายบิลตรงนี้ธนาคารเลยใช่ไหมพี่ไม่ใช่ค่ะลูกค้าวันนี้การลงทะเบียนนะคะลงก่อนที่กรมธรรม์จะออกหาลูกค้าลูกค้าจะต้องมีการจ่ายบิลก่อนยอดแรกยอดเดียวและตัวเอกสารหลักฐานการเก็บออมมันจะเป็นลูกเล่มฉบับสมบูรณ์ซึ่งมีผลบังคับในเรื่องของทุนประกันคุ้มครองชีวิตลูกค้าแล้ววันนี้วันแรกและเป็นยอดออมเงินเดือนแรกของลูกค้าเดี๋ยวตัวเจ้าหน้าที่เนี่ยลงทะเบียนให้ลูกค้าใช่ไหมแล้วเราก็จะออกเลขสัญญาแล้วเราก็จะพาลูกค้าเข้าไปจ่ายบิลลูกค้าเคยจ่ายบิลพวกค่าโทรศัพท์ค่าน้ำค่าไฟในธนาคารไหมคะผมอยากจะฆ่าโทรศัพท์ที่จ่ายเงินนั่นแหละเหมือนกัน,"Hello, I'm 503004726. Please allow me to continue the line for you. Is this where the customer is interested? I wonder if, say, if we pay monthly like this, there will only be the policy book and the number. Then let us pay the bill right here at the bank, right? No, today's customer is registering before the insurance policy goes out to customers. The customer must pay the bill first, the first amount and the documents. The evidence of savings will be a complete document, which is effective in terms of the customer's life insurance coverage. Today is the first day and it is the customer's first salary savings. The official will register it for the customer, right? We will issue a contract number and then we will take the customer to pay the bill. Have the customers ever paid bills such as telephone bills, water bills, and electricity bills in the bank? I want to kill phones that pay for that too."
1159.400,1213.100,"เราจะพาลูกค้าเข้าไปช่องจ่ายบิลโดยการจ่ายยอดแรกยอดออมของเรานะคะโดยการที่เวลาเราจ่ายเนี่ยเราจะต้องใส่เลขสัญญาเข้าไปด้วยนะคะใช่โอเคถ้างั้นเดี๋ยวพี่ขออนุญาตลงทะเบียนต่อให้เลยนะคะครับผมค่ะอันนี้ขออนุญาตนะคะเก็บออมสะดวกเป็นเดือนละเท่าไหร่ 2,195 94 เมื่อกี้ที่เขาบอกว่าถ้ากูว่าไม่ไหวจริงๆเดี๋ยวพี่จะลดลงมาให้เหลือกล่อง 1,025 อ๋อโอเคถ้าส่งเดี๋ยวนะ 2025 กับ 2,000 100 มันต่างกันแค่ 150 บาทเองนะแต่เอา 2,000 ใช่มั้ยเพราะว่าของผมมันต้องมีค่าใช้จ่ายเยอะไงเพราะว่าทั้งค่าเช่าห้องทั้งค่าโทรศัพท์ถ้า 2025 นะคะเราจะมีในส่วนของวันนี้เปิดขออนุญาตเปิดทุนประกันคุ้มครองกรณีสูญเสียชีวิตดูแลเราทันที 288,000 บาทนะคะ","We will take the customer into the bill payment channel by paying the first amount, our savings amount. When we pay, we have to enter the contract number as well. Yes, OK, then I will ask permission to register for you. Yes, sir. I would like to ask permission for this one. How much can I save conveniently per month? 2,195 94. Just now he said that if I really can't take it, I will reduce it down to 1,025 boxes. Oh, okay, if you send it right away. Well, 2025 and 2,000 100 are only 150 baht different, but take 2,000, right? Because mine must have a lot of expenses because both room rent and telephone bills, if it's 2025, we'll have it in today's section. Requesting permission to open an insurance fund to cover the loss of life and take care of us immediately, 288,000 baht."
1213.900,1232.700,พี่พี่รบกวนสมมุติถ้าเราส่งไปได้ 2 ปีแล้วครับครบ 2 ปีแล้วถ้าเราจะขอเงินคืนแบบนี้ต้นปีที่ 3 เอาเงินออกได้เลยก็คือต้นปีที่ 3 ก็คือ 2 ปีกับ 1 วันนะคะ,"Brother, please let me assume that if we have sent it for 2 years already, after 2 years have passed, if we ask for a refund like this at the beginning of the 3rd year, we can take the money out and it will be at the beginning of the 3rd year, which is 2 years and 1 day."
1239.700,1253.400,วันที่ 11 เดือนหน้าใช่ไหม 11 เดือนหน้า 11 มิถุนายนที่ผมต้องส่งยอดอ่ะสมมุติถ้าเราส่งไม่ทันนี่เราผัดไปอีกได้ใช่ไหมใช่ลูกค้าสามารถเรทเป็นทุกๆสิ้นเดือนได้เลยมันสามารถเรทการออมได้ภายใน 30 วัน,"The 11th of next month, right? The 11th of next month, the 11th of June, when I have to send the balance. Suppose if we don't send it in time, we can postpone it again, right? Yes, customers can rate it every end of the month. It can be a savings rate within 30 days."
1257.700,1265.400,เดี๋ยวถ้าเพราะว่าสมมุติ 11 มิถุนายนนี้คือว่าสังคมของมันเดี๋ยวเดือนหน้าเดือนหน้าเดือนพฤษภาคม,"Wait, if because of this assumption of June 11th, then its society will be next month, next month, May."
1266.600,1326.400," 11 พฤษภาคมเราไม่สะดวกเราไปออมเป็นสิ้นเดือนของพฤษภาคมได้เลยนับตั้งแต่สิ้นเดือนพฤษภาคมไปยาวถึงปีไอ้ตอนนี้ปี 67 ใช่ไหม 6 8 6 9 ใช่มั้ยก็เท่ากับ 2 ปีถึงปี 69 พฤษภาคมใช่มั้ยพี่ใช่ก็จะครบ 2 ปีแต่ว่าทุกคนเราจะเอาเงินออกก็ออกได้เลยแต่ว่าทุกๆปีอ่ะเราจะมีเช็คการันตีกันคืนเปรียบเสมือนดอกเบี้ยแบงค์ส่งให้อยู่แล้วนะคะปีละ 2,400 บาทใช่แล้วจะแล้วถ้าสมมติถ้าครบ 2 ปีแล้วถ้าเราต้องการขอเงินคืนนี้เราเราติดต่อไปยังไงอ่ะพี่อ่าในเอกสารหลักฐานการเก็บออมมาที่เราจะจัดส่งให้จะมีเบอร์โทรติดต่อของ SCB และของบริษัท fwd เราสามารถติดต่อได้ทุกช่องทางแล้วก็แจ้งไปสายได้เลยว่าเราจะทำการเอาเงินออกเดี๋ยวทางเจ้าหน้าที่นะคะเขาก็จะให้อ่าแต่แนะนำวิธีที่ง่ายที่สุดก็คือ","11 May is not convenient for us. We can save until the end of May. From the end of May all the way to the current year, year 67, right? 6 8 6 9, right? That's equal to 2 years until the year 69 May, right? Yes, it will be 2 years, but everyone can take the money out, but every year we will have a check guaranteed to be returned, similar to the interest the bank has already sent to us, 2,400 baht per year. That's right, if Suppose that after 2 years have passed, if we want to request a refund for this money, how do we contact you? In the savings evidence document that we will send you, there will be contact numbers for SCB and the company FWD that we can contact. Every channel and then you can inform us that we will take the money out and the official will give it to you, but we recommend the easiest way."
1326.500,1386.200,"เวลาเราโหลดแอปออมนิ omne ติดไว้แอปนี้เราสามารถนะคะเอาเงินออกจากแอปนี้ได้เลยก็คือเขาจะมีช่องทางเลยว่าลูกค้ายุติโครงการยกเลิกโครงการหรือว่าเอานู่นนี่นั่นเวนคืนกรมธรรม์เอาเงินออกมีให้ลูกค้าทำเลยเราจะได้แค่ค่าแอร์ทำในแอปนี้เราก็แค่อัพโหลดหน้าบุ๊คแบงค์ของเราที่เป็นชื่อเราอ่ะใส่เข้าไปนะคะประมาณ 3-5 วันทำการบริษัทก็จะโอนเงินเข้าบัญชีให้เราจะโอนเงินเข้าบัญชีให้เราเรียบร้อยใช่ไหมครับเดือนละ 2,025 บาท 2 ปีที่มันตกเท่าไหร่อ่ะพี่ก็ประมาณ 4 ยอดออมของเราจะอยู่ที่ปีละ 24,000 บาทนะคะแล้วก็ 2 ปีอ่า 2 ปีก็ 48,000 บาท 48,000 บาทใช่มั้ยใช่แต่ว่าพอครบ 12 เดือนอ่าปีหน้าเดือนเมษายนปีหน้านะคะเราจะได้แร๊ปๆเช็คก่อนใบแรก 2,400 บาทเพราะอีกปีนึงอ่าพออีกปีนึงเราก็จะส่งให้คืนอีก 2,400 บาทเพราะต้นปีที่ 3 เราจะเอาเงินออกเราก็เอาแต่ออกได้เลยอ๋อโอเคได้ๆครับ","When we download the Omni app and attach it to this app, we can take money out of this app. That is, they will have a way to know whether the customer terminates the project, cancels the project, or takes this or that to expropriate the policy and take the money. It's out there for customers to do. We'll only get the cost of the air conditioner. In this app, we just upload our bank book page with our name and put it in. About 3-5 business days the company will transfer the money into your account. We will transfer money into our account already, right? 2,025 baht per month. How much will it cost in 2 years? I think it will be about 4. Our savings amount will be 24,000 baht per year. And in 2 years, 2 years, it will be 48,000. Is that 48,000 baht? But when the 12 months are up, next year, April next year, we'll get a first check for 2,400 baht because after another year, we'll send it back for another 2,400 baht. baht because at the beginning of the 3rd year, if we want to take money out, we can just take it out. Oh, okay, fine."
1386.500,1395.700,"โอเคถ้าอย่างนั้นวันนี้ขออนุญาตเปิดทุนชีวิตดูแล 2 แสน 88,000 บาทรบกวนคุณนันทพงศ์มาขายยืนยันตัวตนเป็นหมายเลขบัตรประชาชน 13 หลักแจ้งในไฟล์เสียงได้เลย","Okay, then today I would like permission to open a life fund to take care of 2 hundred thousand 88,000 baht, please ask Mr. Nanthaphong to come and sell, confirm your identity by using your 13 digit ID card number and inform it in the audio file."
1396.200,1400.600,148 ครับ 148 09,148 148 09
1423.400,1426.700, ท่านเป็นผู้มีถิ่นที่อยู่ทางภาษีเฉพาะในประเทศไทยใช่หรือไม่,Are you a tax resident only in Thailand?
1430.600,1438.600,อยู่ที่นครพนมครับตอนนี้มาบ้านพอดีพี่จังหวัดเกิดนครพนมจังหวัดเกิดนครพนมอันนี้หยุดสงกรานต์หรอคะ,I'm in Nakhon Phanom. Now I'm coming home. I was born in Nakhon Phanom province. Is this a Songkran holiday?
1449.300,1468.100,ขออนุญาตออกเลขสัญญาเปิดความคุ้มครองให้กับคุณนันทพงศ์สวัสดี,Please allow me to issue a contract number to open protection for Mr. Nanthaphong Sawadee.
1469.100,1473.200,App ไทยพาณิชย์กับพี่ที่เอามาแป๊บนึงเดี๋ยวเดี๋ยวผมเปิด,The Siam Commercial Bank app that I brought here is just a moment and I'll open it.
1508.700,1516.000,เดี๋ยวพี่โทรมาใหม่ได้ไหมเดี๋ยวผมเปิด Hot WiFi ก่อนโอเคๆเดี๋ยวพี่วางสายแล้วพี่โทรนะครับได้ๆครับ,Can you call me again? I'll turn on Hot WiFi first. OK. I'll hang up the phone and you can call me.
