Start time,End time,thai_transcript,translation
973.9,1004.3,หรือวันที่ 10 มิถุนายน ให้มันก่อน 30 วัน ใช่แต่เราเรทไปก็ถึงประมาณวันที่ 10 มิถุนายน วันที่ 11 มิถุนายน ใช่ไหม คือว่าแล้วเราก็ใส่ยอดเข้ามา 2 คัน นี้ 200 บาท น้องฟังพี่เสาร์นี้นะน้อง ทำการใส่บินอันนี้ น้องใช้แอปของธนาคารอะไรอยู่ เดี๋ยวพี่จะแจ้งก่อน ไทยพาณิชย์ไหม,"Or June 10th, let it be before 30 days, right, but when we rate it, it will reach around June 10th or June 11th, right? That means we put in the amount of 2 vehicles, this is 200 baht. Listen to me this Saturday. Make this flight deposit. What bank app are you using? I'll let you know first. Is it Siam Commercial Bank?"
1005.6,1065.5,"กล่องไทยพาณิชย์ผมไม่ค่อยใช้แล้ว เพราะว่าตอนนี้ผมใช้ของกรุงเทพฯ แบงค์กรุงเทพ น้องก็ไปทำที่จ่ายบิลเนอะ แล้วน้องใส่รหัสบริษัทพี่นะคะ จ่ายบิลเหมือนจ่ายค่าน้ำค่าไฟ น้องๆนึกออกใช่ไหม มันจะมีดินแบบนั้นมา แล้วก็ให้เราจ่ายดินอยู่ในแอปธนาคาร สมมุติพอขึ้นสายบินให้กับบริษัท fwd ก็จะมีชื่อน้องนันทพงศ์ต่ายบินให้กับบริษัท fwd ประกันชีวิตยอด 2,000 กับ 25 บาทนะคะ พอรับเล่มกรมธรรม์เขาจะมีระบุเลยว่าน้องจ่ายบิล มันจะมีเอกสารไปให้น้องพร้อมกับเล่มกรมธรรม์ใช่ แล้วก็ถ้าน้องประสบอุบัติเหตุค่ะ มันมีเล่มกรมธรรม์มา นี่คือว่ามันมีบัตรบริเวณที่หรือว่าไม่มี มันมีแต่ผ่านมาอย่างเดียว ก็คือเป็นเล่มกรมธรรม์เลยค่ะน้อง มันไม่ได้มีอะไรใช่ แต่ว่าน้องสามารถโหลดแอปนี้นะคะ เพื่อเพื่อดูได้ว่าเราเก็บอ้อมเท่าไหร่ และถ้าสมมุติเนาะจะเปลี่ยน",
1065.5,1097.6,แต่ที่อยู่น้องสามารถทำเปลี่ยนแปลงในแอปออมนี้ได้เลยนะคะ อ๋อใช่ แล้วก็ใช่ โหลดแอปนี้มาแล้วว่าเราจ่ายได้กี่เดือนๆ แล้วยอด มันจะขึ้นมาแบบเป็นยอดสะสมมา คล้ายๆ เงินประกันสังคม แล้วนี่ใช่มั้ยใช่ แล้วก็นั่นน่ะค่ะ แล้วเราสิ้นปีเค้าก็จะบอกว่าน้องอ่ะได้ประมาณเท่าไหร่ เอางี้เนาะน้อง น้องนั้นทำโพง เดี๋ยวพี่ขอส่งสายให้หัวหน้าอธิบายเพิ่มเติม เพื่อความชัดเจนในการจ่ายบิลนะ โอเคได้ๆครับผม,"But the address, you can change it in this saving app right away. Oh yes, and yes, download this app and say how many months we can pay, then the balance will come up as a cumulative balance, similar to social security money, right? Yes, that's right. And at the end of the year, they will tell you that you will get approximately how much, like this, you know. You are making a phone call. Let me transfer the call to the supervisor to explain more for clarity in paying the bill, okay? Okay, okay, yes."
1099.4,1159.2,ฮัลโหลค่ะครับ ผม 503004726 ขออนุญาตอ่านงานสายต่อให้น้องนะคะ อันนี้ลูกค้าสนใจตรงไหนเอ่ย ผมสงสัยว่า สมมุติถ้าเราจ่ายเป็นรายเดือนแบบนี้ มันจะมีแค่เล่มกรมธรรม์มา แล้วก็เป็นเลขนั้นมา แล้วก็ให้เราจ่ายบิลตรงนี้ธนาคารเลยใช่ไหมพี่ ไม่ใช่ค่ะลูกค้า วันนี้การลงทะเบียนนะคะ ลงก่อนที่กรมธรรม์จะออกหาลูกค้า ลูกค้าจะต้องมีการจ่ายบิลก่อน ยอดแรกยอดเดียวและตัวเอกสารหลักฐานการเก็บออม มันจะเป็นลูกเล่มฉบับสมบูรณ์ ซึ่งมีผลบังคับในเรื่องของทุนประกันคุ้มครองชีวิตลูกค้าแล้ววันนี้วันแรก และเป็นยอดออมเงินเดือนแรกของลูกค้า เดี๋ยวตัวเจ้าหน้าที่เนี่ยลงทะเบียนให้ลูกค้าใช่ไหม แล้วเราก็จะออกเลขสัญญา แล้วเราก็จะพาลูกค้าเข้าไปจ่ายบิล ลูกค้าเคยจ่ายบิลพวกค่าโทรศัพท์ ค่าน้ำค่าไฟในธนาคารไหมคะ ผมอยากจะฆ่าโทรศัพท์ที่จ่ายเงินนั่นแหละ เหมือนกัน,"Hello, I'm 503004726. May I read the next case to my colleague? What part is the customer interested in? I'm wondering, hypothetically, if we pay monthly like this, will we only get the insurance policy book and that number, and then we pay the bill directly at the bank, right? No, ma'am, today is the registration. Before the policy is issued to the customer, the customer must pay the first and only bill, and the savings evidence document will be a complete booklet. Which is effective in terms of the customer's life insurance fund coverage starting from today, the first day, and is the first monthly savings amount of the customer. The officer will register for the customer, right? Then we will issue a contract number."
1159.4,1213.1,"เราจะพาลูกค้าเข้าไปช่องจ่ายบิลโดยการจ่ายยอดแรกยอดออมของเรานะคะ โดยการที่เวลาเราจ่ายเนี่ยเราจะต้องใส่เลขสัญญาเข้าไปด้วยนะคะ ใช่โอเค ถ้างั้นเดี๋ยวพี่ขออนุญาตลงทะเบียนต่อให้เลยนะคะ ครับผมค่ะ อันนี้ขออนุญาตนะคะ เก็บออมสะดวกเป็นเดือนละเท่าไหร่ 2,195.94 เมื่อกี้ที่เขาบอกว่าถ้ากูว่าไม่ไหวจริงๆ เดี๋ยวพี่จะลดลงมาให้เหลือกล่อง 1,025 อ๋อโอเค ถ้าส่งเดี๋ยวนะ 2,025 กับ 2,000.100 มันต่างกันแค่ 150 บาทเองนะ แต่เอา 2,000 ใช่มั้ย เพราะว่าของผมมันต้องมีค่าใช้จ่ายเยอะไง เพราะว่าทั้งค่าเช่าห้องทั้งค่าโทรศัพท์ ถ้า 2,025 นะคะ เราจะมีในส่วนของวันนี้เปิด ขออนุญาตเปิดทุนประกันคุ้มครองกรณีสูญเสียชีวิตดูแลเราทันที 288,000 บาทนะคะ","We will take the customer to the billing channel by paying our first installment savings. When we pay, we have to enter the contract number as well, okay? So, let me register for you now. Excuse me, how much is it convenient to save per month? 2,195.94. Just now they said that if I really can't do it, they will reduce it down to 1,025. Oh okay, if sending it now, 2,025 and 2,000.100 are only 150 baht different. But let's take 2,000, right? Because I have a lot of expenses, both room rent and phone bills. If 2,025, we will have the opening today. Allow me to open an insurance fund to protect in case of death, taking care of us immediately for 288,000 baht."
1213.9,1232.7,พี่พี่รบกวนสมมุติถ้าเราส่งไปได้ 2 ปีแล้วครับ ครบ 2 ปีแล้ว ถ้าเราจะขอเงินคืนแบบนี้ต้นปีที่ 3 เอาเงินออกได้เลยก็คือต้นปีที่ 3 ก็คือ 2 ปีกับ 1 วันนะคะ,"Brother, please assume that if we have sent it for 2 years already, it's been 2 full years. If we request a refund like this at the beginning of the 3rd year, we can withdraw the money right away. So the beginning of the 3rd year is 2 years and 1 day."
1239.7,1253.4,วันที่ 11 เดือนหน้าใช่ไหม 11 เดือนหน้า 11 มิถุนายนที่ผมต้องส่งยอดอ่ะ สมมุติถ้าเราส่งไม่ทันนี่เราผัดไปอีกได้ใช่ไหม ใช่ ลูกค้าสามารถเรทเป็นทุกๆสิ้นเดือนได้เลย มันสามารถเรทการออมได้ภายใน 30 วัน,"Is it the 11th of next month? The 11th of next month, June 11th, is when I have to submit the balance. Assuming if we can't submit it in time, can we postpone it further? Yes, customers can rate at the end of every month. It can rate the savings within 30 days."
1257.7,1265.4,สมมุติว่า 11 มิถุนายนนี้ สังคมของมันจะเป็นอย่างไรในเดือนหน้า เดือนพฤษภาคม,"Suppose on June 11th, what will society be like next month in May?"
1266.6,1326.4,"11 พฤษภาคม เราไม่สะดวก เราไปออมเป็นสิ้นเดือนของพฤษภาคมได้เลยนะ นับตั้งแต่สิ้นเดือนพฤษภาคมไปยาวถึงปี ไอ้ตอนนี้ปี 67 ใช่ไหม 68 69 ใช่มั้ย ก็เท่ากับ 2 ปี ถึงปี 69 พฤษภาคม ใช่มั้ยพี่ ใช่ ก็จะครบ 2 ปี แต่ว่าทุกคนเราจะเอาเงินออกก็ออกได้เลย แต่ว่าทุกๆปีอ่ะ เราจะมีเช็คการันตีกันคืน เปรียบเสมือนดอกเบี้ย แบงค์ส่งให้อยู่แล้วนะคะ ปีละ 2,400 บาท ใช่แล้ว แล้วถ้าสมมติถ้าครบ 2 ปีแล้ว ถ้าเราต้องการขอเงินคืนนี้ เราติดต่อไปยังไงอ่ะพี่ อ่า ในเอกสารหลักฐานการเก็บออมมาที่เราจะจัดส่งให้ จะมีเบอร์โทรติดต่อของ SCB และของบริษัท FWD เราสามารถติดต่อได้ทุกช่องทาง แล้วก็แจ้งไปสายได้เลยว่าเราจะทำการเอาเงินออก เดี๋ยวทางเจ้าหน้าที่นะคะ เขาก็จะให้ แต่แนะนำวิธีที่ง่ายที่สุดก็คือ","On May 11th, if it's not convenient for us, we can save until the end of May. From the end of May, it will be extended to the year, this year is 67, right? 68, 69, right? That's 2 years until May 69, right? Yes, it will be 2 years. But everyone, if we want to withdraw the money, we can do it right away. But every year, we will have a guaranteed check returned, like interest, the bank will send it to us, 2,400 baht per year, that's right. Then, if it's been 2 years, if we want to request this refund, how do we contact them? In the savings evidence document that we will send you, there will be contact numbers for SCB and FWD company. We can contact through all channels and tell them right away that we will withdraw the money. The staff will provide it. But the easiest way is to"
1326.5,1386.2,"เวลาเราโหลดแอปออมนิ Omne ติดไว้ แอปนี้เราสามารถเอาเงินออกจากแอปนี้ได้เลย ก็คือเขาจะมีช่องทางเลยว่า ลูกค้ายุติโครงการ ยกเลิกโครงการ หรือว่าเอานู่นนี่นั่นเวนคืนกรมธรรม์เอาเงินออก มีให้ลูกค้าทำเลย เราจะได้แค่ค่าแอร์ทำในแอปนี้ เราก็แค่อัพโหลดหน้าบุ๊คแบงค์ของเราที่เป็นชื่อเราอ่ะใส่เข้าไป ประมาณ 3-5 วันทำการ บริษัทก็จะโอนเงินเข้าบัญชีให้เรา จะโอนเงินเข้าบัญชีให้เราเรียบร้อย ใช่ไหมครับ เดือนละ 2,025 บาท 2 ปีที่มันตกเท่าไหร่อ่ะพี่ ก็ประมาณ 4 ยอดออมของเราจะอยู่ที่ปีละ 24,000 บาท แล้วก็ 2 ปีอ่า 2 ปีก็ 48,000 บาท 48,000 บาทใช่มั้ย ใช่ แต่ว่าพอครบ 12 เดือนอ่า ปีหน้าเดือนเมษายนปีหน้า เราจะได้แร๊ปๆเช็คก่อนใบแรก 2,400 บาท เพราะอีกปีนึงอ่า พออีกปีนึงเราก็จะส่งให้คืนอีก 2,400 บาท เพราะต้นปีที่ 3 เราจะเอาเงินออก เราก็เอาแต่ออกได้เลย อ๋อโอเคได้ๆครับ","When we download the Omne savings app and keep it, with this app we can immediately withdraw money from this app. That means they will have channels for customers to terminate the project, cancel the project, or refund the policy to withdraw money. They allow customers to do it right away. We will only get service fee for doing it in this app. We just have to upload our bank book page under our name into it. In about 3-5 working days, the company will transfer the money into our account. They will transfer the money into our account completely,"
1386.5,1395.7,"โอเค ถ้าอย่างนั้นวันนี้ขออนุญาตเปิดทุนชีวิตดูแล 2 แสน 88,000 บาท รบกวนคุณนันทพงศ์มาขายืนยันตัวตนเป็นหมายเลขบัตรประชาชน 13 หลักแจ้งในไฟล์เสียงได้เลย","OK, if that's the case, today I would like to open a life care fund of 288,000 baht. Please kindly ask Mr. Nanthaphong to come and confirm his identity with his 13-digit national ID number in the audio file right away."
1396.2,1400.6,148 ครับ 148 09,"148, yes, 148 09"
1423.4,1426.7,ท่านเป็นผู้มีถิ่นที่อยู่ทางภาษีเฉพาะในประเทศไทยใช่หรือไม่,Are you a tax resident in Thailand only?
1430.6,1438.6,อยู่ที่นครพนมครับ ตอนนี้มาบ้านพอดี พี่จังหวัดเกิดนครพนม จังหวัดเกิดนครพนม อันนี้หยุดสงกรานต์หรอคะ,"I'm in Nakhon Phanom now. I just arrived home. Nakhon Phanom is my brother's birth province, my birth province. Are you taking Songkran holiday break?"
1449.3,1468.1,ขออนุญาตออกเลขสัญญาเปิดความคุ้มครองให้กับคุณนันทพงศ์ สวัสดี,Request permission to issue a contract number to open coverage for Mr. Nantapong. Hello.
1469.1,1473.2,App ไทยพาณิชย์กับพี่ที่เอามาแป๊บนึงเดี๋ยวเดี๋ยวผมเปิด,I'll open the SCB app with the person who brought it in a moment.
1508.7,1516.0,เดี๋ยวพี่โทรมาใหม่ได้ไหม เดี๋ยวผมเปิด Hot WiFi ก่อน โอเคๆ เดี๋ยวพี่วางสายแล้วพี่โทรนะครับ ได้ๆ ครับ,"Can you call me back in a moment? I will open the Hot WiFi first. Okay, okay, you can hang up and call me. Alright, sure."
