Start time,End time,thai_transcript,translation
1004.0,1063.4,โอเค ค่ะ ก็คือเป็นของ AIA นะคะ แล้วก็ข้อ 2 นะ ข้อ 2 ก็เป็นคำถามไม่สุภาพ หนูต้องขอประทานโทษคุณพี่นะคะ ท่านเสพหรือเคยเสพยาเสพติดค่ะ หรือสารเสพติด หรือเป็นส่วนเกี่ยวข้องเกี่ยวกับการค้ายาเสพติด หรือว่าเคยต้องโทษเกี่ยวกับคดีเสพติด อันนี้มีบ้างไหมคะ ไม่มีเลยค่ะ โอเค ข้อที่ 3 ท่านเคยได้รับการวินิจฉัยหรือรับการรักษาหรือตั้งข้อสังเกตโดยแพทย์ว่าป่วยเป็นโรคเอดส์ ภูมิคุ้มกันบกพร่อง โรคมะเร็ง โรคหัวใจ โรคหลอดเลือด โรคเบาหวาน โรคความดันโลหิตสูง โรคสมอง โรคปอด โรคหอบหืด โรคตับ โรคไต โรคพิการทางร่างกาย มีไหมคะ เบาหวานแล้วก็ความดันโลหิตสูงค่ะ อย่างที่ลูกค้าได้แจ้งไว้เมื่อสักครู่นี้นะคะ แล้วก็ตัวเบาหวานความดันที่เป็นพร้อมกันใช่มั้ย ย้อนกลับไปประมาณ 10 ปีแล้วใช่ไหมคะ ประมาณพร้อมกันค่ะ โดยประมาณ 10 ปีใช่มั้ยคะ,"Okay, so this is from AIA. And for question 2, question 2 is an impolite question, I have to apologize. Do you consume or have you ever consumed addictive substances or drugs, or been involved in drug trafficking, or been punished for drug-related cases? Do you have any of those? No, not at all. Okay, question 3, have you ever been diagnosed, treated or noted by a doctor to have AIDS, immunodeficiency, cancer, heart disease, vascular disease, diabetes, high blood pressure, brain disease, lung disease, asthma, liver disease, kidney disease, physical disability? Do you have any? Diabetes and high blood pressure, as the customer just informed me a moment ago. And the diabetes and high blood pressure occurred together, right? Going back about 10 years, right? Approximately at the same time, about 10 years ago, right?"
1064.0,1068.7,ประมาณนี้เนาะ โอเคแล้ว ก็ตัวความดันนะคะ พี่พบแพทย์กี่เดือนคะ,"It's about this much. It's okay. So, about the blood pressure, how many months has it been since you saw the doctor?"
1069.9,1082.9,ครบเบาหวานค่ะ ก็คือพบแพทย์เช่นเดียวกันเลย ท่านเดียวกันเลย 3 เดือน 1 ครั้ง ใช่มั้ยคะ เป็น 6 เดือนค่ะ ก็เป็นที่โรงพยาบาลเดียวกันกับที่คุณพี่ได้แจ้งหนูไปเมื่อสักครู่นี้ใช่ไหมคะ,"For diabetes, it's the same doctor every 3 months, right? For 6 months, it's at the same hospital that you just told me, is that correct?"
1089.0,1127.8,ไม่เคยค่ะ โอเคแล้วก็เอา ตัวความดันที่ไปทานยาประมาณวันละกี่เม็ดคะ เป็นที่ทานตอนเช้า ตอนเช้า 2 เม็ด แล้วก็ตอนเย็น 1 เม็ดค่ะ เป็นหลังอาหารเนอะ ใช่ไหมคะ หลังอาหารค่ะ ตัวความดันที่พี่วัดได้ล่าสุดก็คือ อยู่ที่ประมาณไม่เกิน 100 อ่ะ ใช่ไหมครับ ที่ทานยาคุมอยู่เนาะ โอเค ถือว่าเป็นปกตินะคะ พี่ก็สุขภาพร่างกายแข็งแรงนะ ทั้ง 2 โรค พี่ไม่เคยนอนโรงพยาบาลทั้งสองโลก ก็คือตอนเนี้ย โอเคทานยาอยู่ แล้วก็สุขภาพร่างกายแข็งแรงนะ,
1128.3,1143.9,นะคะ โอเคข้อที่ 4 นะคะ ในระหว่าง 5 ปีที่ผ่านมานะคะ ท่านเคยได้รับการวินิจฉัยโรคค่ะ เช่น เอ็กซเรย์โต ขึ้นหัวใจ ตรวจเลือด หรือว่าตรวจด้วยเครื่องมือพิเศษอื่นๆ หรือรับการปรึกษาแพทย์เกี่ยวกับสุขภาพ หรือเข้ารับการรักษาพยาบาล มีไหมคะ,"Okay, question number 4. In the past 5 years, have you ever been diagnosed with any diseases, such as getting a chest x-ray, having a blood test, or being examined with other special tools, or received medical consultation about your health, or been hospitalized?"
1145.5,1183.5,ไม่เกี่ยวกับการตรวจสุขภาพประจำปีทั่วไปใช่ไหมคะ ก็คือผลการตรวจสุขภาพประจำปีนี้ของพี่เป็นปกติ สุขภาพร่างกายแข็งแรงดีใช่ไหมคะ และข้อสุดท้ายนะ ในช่วง 6 เดือนที่ผ่านมา พี่เคยมีหรือกำลังมีอาการ กล้ามเนื้ออ่อนแรง ปวดศีรษะรุนแรงเรื้อรัง ไอเป็นเลือด เจ็บแน่นหน้าอก ปวดท้องขณะอาเจียนหรือถ่ายเป็นเลือด ท้องเสียเรื้อรัง ปวดข้อเรื้อรัง พบก้อนเนื้อ อ่อนเพลีย หรือน้ำหนักลดโดยไม่ทราบสาเหตุ มีไหมคะ ไม่มีค่ะ แล้วในช่วง 6 เดือนที่ผ่านมา น้ำหนักตัวของพี่มีการเปลี่ยนแปลงมากไหมคะ,"This is not related to a regular annual health checkup, right? So for this year's annual checkup, your results were normal and you are in good physical health, correct? And one last thing, in the past 6 months, have you had or are currently experiencing any of these symptoms - muscle weakness, severe chronic headache, coughing up blood, chest pain, abdominal pain while vomiting or bloody stools, chronic diarrhea, chronic joint pain, finding a lump, fatigue, or unexplained weight loss? You don't have any of those, right? Okay, and in the past 6 months, has your weight changed significantly?"
1184.0,1243.8,ไม่มีค่ะ โอเคเยี่ยมค่ะคุณพี่คะ ก็อันนี้เหมือนเดิมนะในการออมอ่ะค่ะ หนูก็จะออมผ่านตัว Application เป็น scb easy ของคุณพี่เหมือนเดิมนะคะ แต่ในการทำขั้นตอนตัวใหม่ตัวนี้นะ หนูจะแอดชื่อคุณพี่อ่ะค่ะเข้าไปในแอปพลิเคชันของธนาคารไทยพาณิชย์ คุณพี่จะเห็นชื่อตัวเองนะคะ นามสกุลนะคะ เลขกรมธรรม์ รวมไปถึงบริษัท fwd นะคะ ที่เขามาดูแลตัวผลประโยชน์ตรงนี้ให้กับพี่วิภาวีนะใช่ค่ะ ก็ตรงนี้เลยค่ะในการทำขั้นตอนนะ พี่บีจะเห็นขั้นตอนช้าๆ ไปพร้อมๆ กัน เพราะว่าตัวแรกเนี่ยพี่ไปเปลี่ยนเปลี่ยนในแอปถูกมั้ย ใช่มั้ยครับ เพราะว่าไอ้ตัวน้ำว่ามีพี่ยังไม่สะดวกจ่ายต้องเป็นพรุ่งนี้ค่ะ พรุ่งนี้คุณทำงานหรือคุณหยุดแล้วค่ะคุณพี่ เพราะว่าหนูจะหยุดได้มากแค่ครึ่งวันนะ จะมาเคลียร์ลูกค้าท่านเดิมที่ยังไม่ได้รับสิทธิ์ที่ยังไม่ได้ติดต่อเข้ามา เราจะติดต่อธรรมชาติหรือยังไงก็ได้ แต่วันนี้ที่ยังไม่สะดวกจ่ายนะคะ อย่างนี้ดีมั้ย แอนตี้เค้าแนะนำอย่างงี้ดีกว่าเนาะลูกค้าใช้,"No, that's okay, excellent. In terms of saving, I will continue to save through the SCB Easy application as before. But for this new procedure, I will add your name to the Siam Commercial Bank application. You will see your own name, surname, policy number, including the"
1244.0,1251.3,เครดิตอันนี้ วีซ่า มาสเตอร์การ์ด เป็นของธนาคารไหนอยู่บ้างไหมคะ ไม่ได้ใช้ค่ะ ไม่ได้ใช้ของแบงค์ไหนเลยใช่ไหม,"Is this Visa or Mastercard credit card from any bank? I don't use it. It's not from any bank, right?"
1251.9,1289.3,"ใช่ค่ะ เพราะว่าอย่างนี้ค่ะ ลูกค้าตัวนี้ต้องเรียนแจ้งก่อน เพราะว่าเราจะดูแลให้ลูกค้าก่อนช่วงเดินทางท่องเที่ยวช่วงสงกรานต์ตรงนี้ให้นะ เพราะมันเป็นตัว VIP ใช่ตัวนี้ก็เลยมองดูว่าวันนี้นะคะ ต้องรบกวนพี่วิภาวีเนาะนะคะ แค่ติดเอาอะไรมาเชียร์ไว้อ่ะ แค่ 1,200 บาท แค่งวดเดียวนะ แค่งวดเดียวเท่านั้น ไม่ได้เก็บแบบล่วงหน้าเหมือนกับที่อื่นที่เป็นตัวโรคร้ายแรงที่เขาไป แต่ว่าบางทีพอดีเงินของพี่มันออกทุกวันศุกร์อ่ะค่ะ เพราะถ้าในวันนี้มีติดสัก 1,250 จะเอาจากบัญชีอื่นยกออกมาก็ได้นะพี่นะ","Yes, because this customer needs to be notified in advance, as we will take care of the customer before the Songkran travel period here, because it's a VIP. Yes, that's why we're looking at it today. I have to bother you, Wiphawee, just to get something to cheer for, just 1,200 baht, just one installment, just one installment only. It's not collected in advance like other places with serious diseases they go to. But sometimes, your money comes out every Friday. Because if there's about 1,250 today, you can take it out of another account, brother."
1289.7,1349.1,พี่ก็อาจจะไม่ได้สิทธิ์ตัวนี้ไป กันเสียดาย เพราะว่าอย่างที่หนูเรียนแจ้งกับพี่ไว้ ใช่เพราะว่าตัวนี้หนูมาเฉพาะลูกค้าที่เราส่งจดหมายไปแล้ว แล้วลูกค้าไม่ได้ติดต่อมาอย่างนี้ค่ะ ก็เลยต้องโทรมาเคลียร์ก่อนช่วงสงกรานต์ เพราะว่าถ้าเลยตรงนี้ไปแล้วมันจะไม่มีแล้ว มันมีแต่ว่ามันจะเป็นตัวเงินทิ้งทั้งหมดเลย อย่างที่พี่ทราบมาว่าประกันตัวโรคร้ายแรงหรือประกันสุขภาพอ่ะ มันจะเป็นเงินทิ้งทั้งหมดนะคะ ก็คือหมายถึงว่าเราจ่ายไปแล้วทิ้งไปถูกไหม ใช่ไหมคะ แต่อันนี้พี่จ่ายแล้วเก็บ จ่ายและเก็บเป็นเงินเก็บพี่เองเป็นเงินออมพี่เองอย่างเงี้ย หนูก็เลยมองว่าโอกาสแบบเนี้ยค่ะ มันๆ ไม่มีนะพี่นะ และถ้าสมมุติว่าเรามีโรคประจำตัวอย่างนี้ อย่างบริษัท AIA อย่างเงี้ยเขายังปฏิเสธถูกต้องมั้ยคะพี่ ทุกที่เข้าใจไม่ดูแลอยู่แล้วค่ะ แต่ของหนูว่าอย่างที่บอกบอกพี่เอาไว้อ่ะค่ะ ว่ามันเป็นตัว VIP จริงๆ หนูดูแลให้พี่พิเศษจริงๆ ก็อย่างนี้ก็ได้พี่ ถ้าสมมุติว่าพี่ไม่สะดวกแล้วอันนี้หนูรบกวนนะ เพราะลูกค้าหนูก็มีหลายท่านเนอะ วันเนี้ยก็คือหนูเคลียร์ภายในวันนี้ใช่ไหมคะ,You may not get this right an
1349.6,1383.0,ถ้าลูกค้าไม่มียอดเงินอย่างนี้ เราจะแนะนำว่าลูกค้าลองสอบถามคุณพี่หรือว่าคนในครอบครัวก่อนได้ไหมว่าถ้าสะดวกอย่างเงี้ยค่ะ ให้เขาโอนเข้ามาให้เราก่อนอย่างเงี้ย แล้วพอพี่เงินออกใช่ไหมคะพี่ ค่อยๆ เคลียร์เพราะว่าเราจะได้ดูแลพี่จะได้ไม่เสียสิทธิ์ตรงนี้ไปอย่างเงี้ยค่ะ คุณพี่นะคะ ใช่ก็ใช่ประมาณกี่โมงอ่ะคะ เพราะว่าเดี๋ยวไปก่อนต้องอ่าวันนี้ครึ่งวัน ก็คือก่อนเที่ยง เดี๋ยวระบบเค้าจะเคลียร์ภายในช่วงเที่ยง พอเขาจะกลับต่างจังหวัดกันอย่างเงี้ยค่ะ เพราะเราทำครึ่งวันวันนี้ค่ะลูกค้า,"If the customer doesn't have this amount of money, we would suggest that the customer try asking an elder sibling or someone in the family first if it's convenient. If they can transfer the money to us first like this, and then when the money comes out, right? The elder sibling can gradually clear it because we will be able to take care of you so that you don't lose this right like this. Yes, elder sibling, yes, around what time? Because soon I have to go first, today is a half day, which is before noon. The system will clear it around noon when they are going back to the province like this. Because we are doing a half day today, customer."
1383.3,1442.4,"นะคะ ก็ใช่ แต่ว่าในรายการ ในการทำรายการอย่างนี้ค่ะ ก็พอโยกเงินเข้ามา พอพี่โอนเงินเข้ามาในไทยพาณิชย์ใช่ไหม เราจะยังไม่ได้ตัดจากคนนั้นเลยนะ หนูจะทำรายการในสิ่งที่พี่จะเห็นไปพร้อมๆ กันกับของหนู เพราะตัวใหม่ตัวนี้ เราไม่สามารถทำเองได้ เพราะว่าตัวแรกที่ตัดผ่านบัตรเครดิตใช่ไหม ใช่ไหมคะ แล้วพี่ไปเปลี่ยนเป็นบัตรผ่านบัญชี ถูกต้องไหมคะ อันนั้นมันสามารถดำเนินการได้ แต่ว่าตัวนี้เริ่มใหม่ เริ่มใหม่เป็นการออมผ่าน SCB Easy ตัวใหม่ตัวเนี้ย เดี๋ยวหนูจะทำขั้นตอน และพี่จะเห็นขั้นตอนไปพร้อมๆ กันในการออม แล้วก็ในเดือนต่อไปก็ออมอัตโนมัติให้กับพี่ได้ปกติ ถ้าอย่างนั้นนะคะ พี่ต้องลองสอบถามคนที่หลายคนในครอบครัวก่อนได้ไหมว่าให้เขาโอนมาที่ SCB ค่ะ เอาไว้แค่ 1,200 บาท 15 บาท หนูจะได้แอดชื่อพี่เข้าไปในระบบของ SCB Easy ได้ แต่ถ้ามันไม่มียอดเงิน หนูจะแอดชื่อคนนั้นเข้าไปไม่ได้ค่ะ คุณพี่","Yes, that's right, but for this program, when you transfer money into a Siam Commercial Bank account, we won't deduct it from the person yet. I will do it at the same time that you see it, because this new one cannot be done manually since the first one was deducted via credit card, right? And you changed it to debit via account, correct? That one can be processed, but this one is a new start, saving through SCB Easy, a new one. I'll go through the steps and you'll see the steps at the same time for saving, and then next month it will save automatically for you. Normally, if that's the case, you have to try asking several people in the family first if they can transfer to SCB. Just keep it at 1,200 baht, 15 baht, so I can add your name to the SCB Easy system. But if there is no balance, I won't be able to add the person's name."
1443.1,1450.3,นะคะ ใช่ค่ะ ยังไงเราจะโทรหาคุณพี่ใหม่อีกสัก 5 นาทีหรือ 10 นาทีก็ได้นะคะ,"Okay, sure. Anyway, I will call you again in about 5 or 10 minutes."
1451.6,1470.1,ตอนนี้มันกี่โมงแล้วคะเนี่ย ตอนนี้มัน 11:30 น. อ่ะค่ะ ก็เลยเหลือตั้งแต่ตอนเช้า ก็เลยต้องๆ นิดนึง ก็ภายใน 5 นาที อย่างเงี้ยค่ะคุณพี่ เดี๋ยวรื้อๆ ให้ดูเธอถ่ายแล้วก็ได้นะ แล้วพี่รอเรา พักสายแล้วก็ลอง ลองสอบถามคนในครอบครัวก็ได้ค่ะ คุณพี่นะคะ,"What time is it now? It's 11:30 am now. So there's only a little time left since this morning. It should only take about 5 minutes. Let me search through it for you to see the photos she took. And you can wait for me. We can ask the family members later in the late morning. Okay, dear?"
1476.6,1477.2,เดี๋ยว,wait
1479.7,1508.8,พรุ่งนี้มันมาแบบไม่ได้แพลนอะไรเลย ต้องขอโทษเพราะว่าหนูก็โทรตามลำดับลูกค้าที่เรามีเมื่อช่วงเช้าอ่ะค่ะ ก็นะคะ ใช่ๆ แล้วก็พอดีมาถึงรายชื่อคุณพี่วิภาวีนะคะ ก็ภาพสุดท้ายแล้วนะคะ หนูก็จะครึ่งวันนะคะ ก็อ่าเคลียร์คนที่จริง ถ้าคุณพี่มีบัตรเครดิตอ่ะ มันจะง่ายเลย ก็คือแค่คนที่แจ้งหมายเลขบัตรเครดิตอ่ะค่ะ ยกเลิกตัวเนินไปแล้วใช่ไหมคะ,"Tomorrow it comes without any plan, I have to apologize because I called the customers in order that we had this morning. Yes, that's right. And then just arrived at the name of Khun Phi Vipa Wee. It's the last picture. I will be half a day to clear the real person. If you have a credit card, it will be very easy. Just the person who informs the credit card number, has it been cancelled already, right?"
1509.5,1522.3,แค่แจ้งหมายเลขบนหน้าบัตรใช่ไหม หรือถ้าคนในครอบครัวใช้ตัวบัตรเครดิตอย่างเงี้ยค่ะ ก็เอาบัตรเครดิตของคนในครอบครัวก็ได้นะ แค่แจ้งเหมือนเดิม แค่แจ้งหมายเลข,"Just report the number on the front of the card, right? Or if someone in the family uses a credit card like this, you can use a family member's credit card. Just inform the same, just inform the number."
1523.8,1530.9,นะคะ เราจะเป็นตัวเงินง่ายกว่า นะคะ,"We will be easy money, okay?"
1531.4,1591.2,"เดี๋ยวค่ะ หรือว่าไม่เป็นไร น้องติดต่อกลับมาสัปดาห์หน้าก็ได้ เป็นเบี้ยทิ้งก็ได้ พี่ไม่ว่าอะไร แต่ถ้าเสียดาย ไง พี่ลองคุยดูก่อนก็ได้นะ เดี๋ยวหนูถืออ่ะ เดี๋ยวหนูรอพี่ได้ถึงช่วงเที่ยงนะคะ คุณพี่จะได้ไม่เสียชีวิต เพราะว่าถ้าพี่ทำตัวเงินทิ้ง หนูเสียดายไม่ใช่อะไร เพราะว่าพี่เป็นลูกค้าเลข 1 ก็ต้องบอกว่าลูกค้าเลข 1 ของแบงค์คือลูกค้าดีมาโดยตลอดนะ พี่ก็คิดว่าดีมาโดยตลอดเลย 1,200 บาท พี่จะให้มันเสียทิ้งไป หนูเสียดาย เพราะอย่างน้อยพี่เอาลดหย่อนภาษีได้ ถ้าเป็นตัวเงินทิ้งอ่ะ มันจะลดหย่อนภาษีไม่ได้นะพี่ นะคะ ใช่ ถูกต้อง ถูกต้อง ไอ้ตัวประกันสุขภาพอะไรอย่างเงี้ย มันถ้าเป็นตัวเหมือนกับ PA ประกันอุบัติเหตุหรืออะไรเงี้ย มันจะลดหย่อนภาษีได้บางส่วน แต่มันไม่ได้เต็มไงพี่ แต่ถ้าเป็นตัวแบบตัวเงินออมอ่ะ อ่า ใช่ ให้เป็นตัวเงินออมใช่มั้ย มันจะลดหย่อนภาษีได้นะคะ ไม่เต็มต้องทำกี่ปีอ่ะค่ะ ตัวนี้มันจะชื่อตัวประกันคุ้มตลอดชีพโรคร้ายแรงกับที่ออมแค่","Just a moment, or it's okay. You can contact me back next week. It can be a wasted payment. I don't mind. But if you feel it's a waste, you can try talking to me first. I'll hold on. I can wait for you until noon."
1591.4,1593.2,20 ปีคุ้มครองพี่ถึงอายุ 90 เลยพี่,"20 years of protection, until the age of 90, brother"
1593.7,1653.1,หลังจากนั้นพี่ก็ไม่ต้องเช่า เพราะว่าเอาง่ายๆนะ พี่ออมแค่อายุ 70 ใช่ไหม หลังจากนั้นพี่ไม่ต้องออกแล้ว หนูจะดูแลพี่ไปตลอดจนพี่อายุ 90 เลย และยิ่งอายุมากขึ้นความเสี่ยงมากขึ้น เพราะเราอาจจะมีเป็นส่วนตัว โรคประจำตัวใช่ไหมคะ บางทีปรับขึ้นไหมคะ ใช่ค่ะเบี้ยคงที่อันนี้เบี้ยคงที่ตลอดกรมธรรม์ ตลอดสัญญาเลย ถ้าเป็นที่อื่นค่ะ 5 ปีปรับทีนึง 3 ปีปรับทีนึง หนูถึงบอกคุณพี่ว่าตัวนี้มันเป็นตัว VIP จริงๆนะ แล้วก็ลูกค้ารับรับทุกท่านเลยคุณพี่นะคะ ลูกค้ารับสภาพ ก็หนูต้องแจ้งกับพี่ว่ารบกวนกับพี่นิดนึงนะคะ พี่ลองคุยกับพี่สาวดูก่อนก็ได้ แค่โอนๆเข้ามาติดเอาไว้เฉยๆนะคะ เดี๋ยวระบบมันจะอ่าออมอัตโนมัติมาเก็บเอาไว้ที่เป็นเงินเก็บ แล้วเดี๋ยวพรุ่งนี้ใช่ไหมคะพี่ เงินออกอย่างเงี้ยค่ะพี่ ค่อยๆโอนคืนกลับพี่สาวคุณพี่ก็ได้ จะได้แบบราคาจะได้ไม่เสียเสีย แต่เพราะยังไงพวกนี้เงินออกอยู่แล้ว ถูกต้องให้ใครที่ใช่ไหมคะอ่ะ ถ้าอย่างนั้นอ่ะเดี๋ยวหนูโทรหา หรือหนูโทรหาพี่,"After that, you don't have to rent anymore because, to put it simply, you will only save until you're 70, right? After that, you don't have to pay anymore. I will take care of"
1653.8,1656.5,สักประมาณซัก 5 นาทีได้มั้ยคะพี่คะ,"About 5 minutes, is that okay?"
1657.2,1672.6,เออ ขอ 15 นาทีแล้วกันค่ะ อ่า ได้ๆค่ะพี่ อีก 15 นาทีแล้วกันเนอะ พี่ก็อ่า ลองสอบถามกับพี่ แล้วก็ให้สุทธิโอนเข้าให้หนู โทรเข้ามาก็มาทำรายการที่พี่ จะได้เห็นความพร้อมกันนะ โอเค ๆ ขอบคุณค่ะ ค่ะ สวัสดีค่ะ ค่ะ,"Okay, let's make it 15 minutes then. Oh, okay, another 15 minutes then, right? You can try asking, and have Sutthi transfer the money to me. Call in and come make the transaction so you can see the readiness. Okay, okay, thank you. Goodbye."
