Start time,End time,thai_transcript,translation
1138.3,1139.4,รหัสลูกค้าเลย,
1140.8,1149.9,โอเคค่ะ อันนี้เป็นรหัสลูกค้า 1 นะคะ มีทั้งหมด 9 ตัว แจ้งทีละ 3 ตัวนะคะ ค่ะเป็น 328 ค่ะ,"Okay, this is customer code 1. There are a total of 9 digits. I will tell you 3 digits at a time. The first 3 digits are 328."
1150.8,1152.2,ขออภัยค่ะ 327 ค่ะ,"Sorry, 327"
1153.7,1156.8,076 ค่ะ,"076, kha"
1157.4,1165.3,แล้วก็กดตรวจสอบว่าไปที่ fwd ประกันชีวิตไหมนะคะ พอกดตรวจสอบแล้ว กดยืนยันได้เลยค่ะ,"Then check if it went to FWD life insurance. Once you have checked, you can press confirm."
1172.2,1181.0,เรียบร้อยค่ะ อันนี้ได้สลิปแล้วนะ ขออนุญาตแอดไลน์นิดนึงนะคะคุณลูกค้า เพื่อส่งหลักฐานการเก็บออม,"All done. I have the slip now. May I add you on Line for a bit, dear customer, to send the evidence of savings deposit."
1201.0,1202.3,นะคะ,Okay / All right
1202.7,1204.5,นัก,"very, much"
1207.8,1208.6,สักครู่นะคะ,Just a moment please.
1219.3,1220.3,มัน เป็น id line,It is an ID line
1221.2,1222.1,A,N
1223.0,1225.7,งกลัว,afraid
1226.4,1228.1,A,N
1228.7,1230.9,เช้าใช่ไหมคะ ใช่ค่ะ,"Good morning, right? Yes."
1231.2,1239.0,อันนี้จะได้กดเพิ่มเพื่อนไปแล้ว ขออนุญาตส่งสติ๊กเกอร์ไปให้นะคะ รบกวนคุณลูกค้าส่งสลิปการเก็บของให้เจ้าหน้าที่สักนิดนึงนะคะ,This will allow you to add friends. Please allow me to send you a sticker. Could you please send the receipt of the item to the staff? Thank you.
1250.8,1262.7,เรียบร้อยแล้วค่ะคุณลูกค้า ขอบคุณนะคะ ต่อไปค่ะเจอหน้าจะพาคุณลูกค้าผูกบัญชีไว้เนาะนะคะ ในงวดถัดไปคุณลูกค้าจะได้ไม่ต้องมากดแบบนี้จากกันเราลืมด้วยแบบนี้ค่ะ,"All done, dear customer. Thank you. Next time we meet, I will help you link the account. In the next period, you won't have to press like this. We often forget in this way."
1264.8,1267.4,อันนี้เข้าไปที่หน้าธุรกรรมของฉันเหมือนเดิมนะคะ,
1273.8,1278.0,ค่ะ แล้วก็กดธุรกรรมของฉัน แล้วเนาะ เลื่อนลงด้านล่างสุดนะคะ,"Yes, then click on my transactions, then scroll down to the very bottom, okay?"
1280.0,1285.4,มัน จะ มี คำ ว่า สมัคร บริการ หัก บัญชี อัตโนมัติ ลูกค้า เจอ ไหม,Is there a word about applying for automatic account deduction service that customers can find?
1286.4,1289.6,เจอค่ะ แล้วก็กดเข้าไปค่ะ กดยอมรับได้เลย,Found it. Then click to go in. You can click accept right away.
1295.0,1298.4,พอกดยอมรับแล้วเข้ามาหน้านี้ มันจะบอกว่าไปยังใช่ไหมคะ,"When I press accept and come to this page, it will say ""Go to"", is that right?"
1299.2,1305.1,ค่ะ อันนี้ใส่รหัสโค้ดนะคะ เป็น 0216 ค่ะ,"Yes, this one requires a passcode, which is 0216."
1311.0,1316.6,ใส่แล้วด้านล่างมันจะขึ้นเป็นบริษัท FWD ประกันชีวิตนะคุณลูกค้า กดเข้าไปตรงนั้นได้เลย,"Once entered, FWD Life Insurance company will appear at the bottom. Dear customer, please click there to proceed."
1319.1,1319.4,ค่ะ,Yes
1319.9,1322.6,ค่ะ พอกดแล้วหน้านี้มีอะไรบ้างคะ,"Yes, what are the things on this page after clicking?"
1323.7,1333.1,มีเลขที่อ้างอิง 1 แล้วก็ 2 โอเคค่ะ อันนี้ใส่ทั้ง 2 ช่องนะ เหมือนกัน เดี๋ยวจะขออนุญาตแจ้งทีละ 3 ตัวเหมือนเดิมนะคะ เป็น 327 ค่ะ,"There are reference numbers 1 and 2, okay, fill in both fields the same. In a moment, I will inform you 3 numbers at a time as before, which are 327."
1333.8,1336.7,076 ค่ะ,076 yes
1342.4,1346.7,689 ค่ะ ใส่เหมือนกันทั้ง 2 ช่อง แล้วก็รบกวนทวนให้นิดนึงค่ะ,"689, yes. Please put the same number in both fields, and please repeat it for me one more time."
1349.3,1350.2,A,N
1351.6,1352.7,A,N
1354.2,1354.9,A,N
1355.7,1355.9,ค่ะ,Yes
1358.9,1366.9,เสร็จแล้วเนาะ ขั้นตอนต่อไปค่ะคุณลูกค้า มันจะให้คุณลูกค้านะคะ ส่ง OTP ไปที่เบอร์ใช่ไหมคะ อันนี้คุณลูกค้ากดแล้วก็,"It's done, right? The next step, dear customer, is that it will have you send an OTP to the phone number, correct? This one, the customer has already pressed and then"
1367.7,1372.4,ไปเอา OTP นะคะ มาก่อน ได้สลิปแล้ว รบกวนแชร์มาให้เสือดำเหมือนเดิมนะคะ,"Please get the OTP first. Once you receive the slip, please share it with the black panther as usual. Thank you."
1412.8,1426.2,แชร์ไปแล้วค่ะ ได้รับเรียบร้อยแล้วค่ะ ขอบพระคุณค่ะ ต่อไปนะคะคุณลูกค้า อันนี้จะเป็นคำถามสุขภาพ 5 ข้อ จะได้ขออนุญาตนะ ถ้าหากว่าข้อไหนไม่สุภาพต้องขออภัยด้วยนะคะ คุณลูกค้าพอดีว่าอ่านตามระบบเนาะ,"It has been shared already. I have received it properly. Thank you very much. Next, dear customer, there will be 5 health questions. I would like to ask for your permission. If any of the questions are impolite, I apologize. I'm just reading from the system, customer."
1427.1,1440.4,คะท่านเคยถูกปฏิเสธเรื่องการรับประกันภัย เพิ่มอัตราเบี้ยประกันภัย เปลี่ยนแปลงเงื่อนไขสำหรับการขอประกันภัย หรือการขอกลับคืนสู่สถานะเดิม หรือการขอต่ออายุของกรมธรรม์ จากบริษัทนี้หรือบริษัทอื่นหรือไม่คะ,"Have you ever been denied insurance coverage, had your insurance premiums increased, had the terms of your insurance policy changed, been denied reinstatement, or been refused renewal of your policy by this company or any other company?"
1442.9,1450.9,ขอบคุณค่ะ ท่านเสพหรือเคยเสพยาเสพติดหรือสารเสพติด หรือมีส่วนเกี่ยวข้องกับการค้ายาเสพติด หรือเคยต้องโทษเกี่ยวกับคดียาเสพติดหรือไม่คะ,"Thank you. Do you use or have you ever used drugs or addictive substances, or been involved in drug trafficking, or been convicted of drug-related offenses?"
1451.4,1482.0,ขอบคุณค่ะ ท่านเคยได้รับการวินิจฉัยหรือรับการรักษาหรือตามข้อสังเกตโดยแพทย์ว่าป่วยเป็นโรคเอดส์ หรือภูมิคุ้มกันบกพร่อง โรคมะเร็ง โรคหัวใจ โรคหลอดเลือด โรคเบาหวาน โรคความดันโลหิตสูง โรคหลอดเลือดในสมอง โรคปอด โรควัณโรค โรคหอบหืด โรคเลือด โรคตับ โรคไต โรค SLE คือการท้างร่างกายหรือไม่คะ ไม่ค่ะ ขอบคุณค่ะ ในระหว่าง 5 ปีที่ผ่านมาค่ะ ท่านเคยได้รับการวินิจฉัยโรคเช่นเอกซเรย์เกิดขึ้นหัวใจ ตรวจเลือด หรือตรวจด้วยเครื่องมือพิเศษอื่น ๆ หรือได้รับการปรึกษาเกี่ยวกับสุขภาพหรือเข้ารับการรักษาในสถานพยาบาลหรือไม่คะ,"Thank you. Have you ever been diagnosed or treated or observed by a doctor as having AIDS or immunodeficiency, cancer, heart disease, vascular disease, diabetes, high blood pressure, cerebrovascular disease, lung disease, tuberculosis, asthma, blood disease, liver disease, kidney disease, SLE, which is a disease of the body or not? No, thank you. In the past 5 years, have you ever been diagnosed with a disease such as a heart X-ray, a blood test, or a special instrument, or have you received health advice or been treated in a medical facility?"
1485.0,1490.4,ส่วนแรกก็มีโจทย์ประจำปี อ๋อ เป็นการตรวจสุขภาพประจำปี อันนี้สุขภาพร่างกายแข็งแรงดีนะคะ,"The first part has the annual task. Oh, it's the annual health checkup. This physical health is strong and good."
1497.2,1503.4,แต่มีเป็นหมออยู่แล้ว ตอนนี้พึ่งเป็นไทรอยด์ค่ะ ทำได้ไหมคะ,But I am already a doctor. I just got diagnosed with thyroid disease. Is it possible?
1504.5,1506.0,อ่านานหรือยังคะ,Have you been reading for a long time?
1507.6,1509.4,ซึ่งจะเป็นเมื่อ,Which will be when
1510.0,1512.9,เดือนที่แล้วเนี่ยค่ะ อันนี้ยังรักษาอยู่ไหมคะ,"Last month, are you still treating this?"
1514.4,1514.8,ใช่ค่ะ,Yes
1515.7,1517.4,ดังนั้นรักษาอยู่อันนี้ เป็นโรงพยาบาลไหนคะ,"So treating this, which hospital is it?"
1518.7,1519.9,โรงพยาบาลลาดพร้าว ค่ะ,Ladprao Hospital
1520.7,1522.3,เป็นโรงพยาบาลลาดพร้าว เนาะ,"It's Ladprao Hospital, right?"
1523.0,1525.1,อันนี้ เพิ่ง ตรวจ เจอ ใช่ไหม คะ,"This was just found, right?"
1526.2,1526.7,ใช่ค่ะ,Yes.
1527.5,1531.8,ลาดพร้าวอันนี้ก็คือยังกินยาปกติใช่ไหมคะ,"This Ladprao still takes her medication regularly, right?"
1532.8,1533.5,ใช่ค่ะ,Yes
1536.3,1540.0,ก็คือยังรักษาอยู่เรื่อย ๆ,It still maintains continuously.
1541.2,1542.1,ใช่ค่ะ,Yes
1547.3,1549.2,นะคะ ต่อไปนะคะ คุณลูกค้า,"Yes, please go ahead, dear customer."
1550.8,1551.7,สักครู่นะคะ,Just a moment
1555.7,1562.1,ท่านเคยมีหรือกำลังมีอาการกล้ามเนื้ออ่อนแรงกว่าศีรษะ รุนแรงเรื้อรัง ไอเป็นเลือด เจ็บแน่นหน้าอก ปวดท้องเรื้อรัง อาเจียน,"Have you ever had or are currently having symptoms of muscle weakness, severe chronic headache, coughing up blood, chest pain, chronic abdominal pain, vomiting"
1564.3,1575.1,ขออภัยค่ะ ปวดท้องเรื้อรัง อาเจียนหรือถ่ายเป็นเลือด ท้องเสียเรื้อรัง ปวดข้อเรื้อรัง คำพูดก้อนเนื้อในระหว่าง 6 เดือนที่ผ่านมา ถ้ามีอาการอ่อนเพลียหรือน้ำหนักลดลงโดยไม่ทราบสาเหตุหรือไม่คะ,"Sorry, chronic abdominal pain, vomiting or passing blood, chronic diarrhea, chronic joint pain, lumps of flesh within the past 6 months, if there is fatigue or unexplained weight loss or not?"
1578.6,1583.4,ขอบคุณค่ะ ในรอบ 6 เดือนที่ผ่านมาค่ะ น้ำหนักตัวของท่านเปลี่ยนแปลงหรือไม่คะ,"Thank you. In the past 6 months, has your body weight changed?"
1586.1,1588.7,ก็มีขึ้นๆ ลงๆ แค่เรา,There are just ups and downs for us.
1589.7,1592.4,ขึ้นๆ ลงๆ ใช่ไหมคะ,"Up and down, right?"
1593.2,1596.0,ใช่ ก็คือจากการที่เราทานนี่แหละ เนาะ ปกติ,"Yes, it's from us eating this, normally."
1596.7,1604.1,ไม่เป็นไรค่ะต่อไปค่ะท่านเป็นผู้มีสัญชาติประเทศที่เกิดที่เกี่ยวข้องกับประเทศสหรัฐอเมริกาหรือไม่คะ,
1606.0,1618.8,ขอบคุณค่ะ ท่านเป็นหรือเคยเป็นผู้ถือบัตรประจำตัวผู้มีถิ่นที่อยู่ถาวรอย่างถูกกฎหมายในประเทศสหรัฐอเมริกาหรือไม่ ไม่ค่ะ ขอบคุณค่ะ ท่านมีหน้าที่เสียภาษีให้แก่กรมสรรพากรของประเทศสหรัฐอเมริกาหรือไม่คะ,"Thank you. Are you currently or have you ever been a lawful permanent resident of the United States? No, thank you. Do you have a requirement to pay taxes to the IRS?"
1622.8,1629.8,ท่านมีสถานะเป็นผู้มีถิ่นที่อยู่ประเทศสหรัฐอเมริกา เพื่อวัตถุประสงค์ในการเก็บภาษีอากรของประเทศสหรัฐอเมริกาหรือไม่คะ,Do you have a status of being a resident of the United States for the purpose of United States tax collection?
1630.6,1636.3,เลยค่ะ ขอบคุณค่ะ อันนี้คุณลูกค้านะคะ รบกวนทวนอ่าเลขบัตรประจำตัวประชาชนให้เจออาจารย์นิดนึงค่ะ,
1644.5,1650.1,ก็คือเป็น 2 3 2 0 7 0 0 3 6 8 0 0 นะคะ,It is 2 3 2 0 7 0 0 3 6 8 0 0
1657.4,1663.6,อ๋อก็คือเป็น 23207003680 นะคะ,"Oh, it's 23207003680."
1665.2,1669.6,แล้วก็มันหมดอายุของบัตรประจำตัวประชาชนอันนี้ พอทราบไหมคะ ไม่ทราบไม่เป็นไร,"And this national ID card has expired. Do you happen to know when? If you don't know, that's okay."
1671.6,1678.5,ไม่ทราบค่ะ ไม่เป็นไรค่ะ แล้วก็ต่อไปค่ะ อันนี้จะเป็นคำขอยินยอมนะคะ เป็นคำถาม PDPA นะคะ,"I don't know. It's okay. And next, this will be a consent request. It's a PDPA question."
1679.0,1696.8,คุณลูกค้านะคะ มีความประสงค์และยินยอมให้บริษัทประกันชีวิตส่งและเปิดเผยข้อมูลเกี่ยวกับเบี้ยประกันภัยต่อกรมสรรพากรตามหลักเกณฑ์วิธีการที่กรมสรรพากรกำหนด และหากผู้ขอรับประกันภัยเป็นชาวต่างชาติ ซึ่งเป็นผู้มีอำนาจที่ต้องภาษีเงินได้ ต้องเสียภาษีเงินได้ตามกฎหมายว่าด้วยภาษีอากร อันนี้คุณลูกค้ายินยอมไหมคะ,"Dear customer, you have the intention and consent to allow the life insurance company to send and disclose information about insurance premiums to the Revenue Department in accordance with the rules and procedures prescribed by the Revenue Department. And if the insured person is a foreigner who is a person who has the authority to pay income tax, they must pay income tax in accordance with the law on taxation. Do you agree with this, customer?"
1698.3,1758.2,ขอบคุณค่ะบริษัท ไทยพาณิชย์โปรเทค จำกัด และบริษัท FWD ประกันชีวิต จำกัด (มหาชน) ตลาดถึงความสัมพันธ์ในการดูแลข้อมูลส่วนบุคคล เพื่อให้เป็นไปตาม พ.ร.บ. คุ้มครองข้อมูลส่วนบุคคล บริษัทค่ายขอความยินยอมจากคุณลูกค้า ซึ่งกรณีที่คุณลูกค้าให้ความยินยอม ถือเป็นการให้ความยินยอมสำหรับทุกกรมธรรม์ที่คุณลูกค้ามีอยู่ และจะมีกับ FWD นะคะ คุณลูกค้ายินยอมให้บริษัท ไทยพาณิชย์โปรเทค จำกัด เก็บรวบรวม ใช้ และเปิดเผยข้อมูลส่วนบุคคล และข้อมูลส่วนบุคคลที่มีความอ่อนไหว เช่น ข้อมูลสุขภาพ ให้แก่บริษัท FWD ประกันชีวิต จำกัด (มหาชน) เพื่อวัตถุประสงค์ในการนำเสนอผลิตภัณฑ์ บริการ และข้อเสนอพิเศษอื่น เกี่ยวกับการประกันภัย และการตรวจสอบที่เกี่ยวข้อง รวมถึงยินยอมให้ทำการวิเคราะห์ ปรับปรุงผลิตภัณฑ์ บริการ และข้ออื่นๆ คุณลูกค้ายินยอมนะคะ ค่ะ ท่านตกลงและให้ความยินยอมให้บริษัท ไทยพาณิชย์โปรเทค จำกัด บริษัทเปิดเผยข้อมูลส่วนบุคคล และข้อมูลใดๆ ของท่าน ให้แก่ธนาคารไทยพาณิชย์ จำกัด (มหาชน) และบริษัทในกลุ่มธุรกิจทางการเงินของธนาคาร ตามที่ปรากฏบน www.scb.co.th และพันธ,"Thank you, Siam Commercial Bank Protech Company Limited and FWD Life Insurance Public Company Limited, for reaching out regarding the relationship in handling personal information in compliance with the Personal Data Protection Act. The"
1758.3,1817.9,ดีหรือผู้แทนเพื่อการพิจารณาและประกันภัย หรือการจ่ายเงินตามกรมธรรม์ คุณลูกค้านะคะ ยินยอมให้ FWD กับรวบรวมใช้ หรือเปิดเผยหาข้อมูลส่วนบุคคลที่อ่อนไหว เช่นข้อมูลสุขภาพของคุณลูกค้า หรือพูดยาวต่อ บริษัทประกันภัยอื่น บริษัทประกันภัยต่อ หน่วยงานที่มีอำนาจตามกฎหมาย บุคลากรทางการแพทย์ เพื่อการพัฒนาและประกันภัย หรือการจ่ายเงินตามกรมธรรม์ประกันภัย คุณลูกค้านะคะ รับทราบว่า FWD เก็บรวบรวม ใช้ได้ถือเปิดเผยข้อมูลส่วนบุคคล รวมถึงข้อมูลที่อ่อนไหวของคุณลูกค้า หรือผู้เยาว์เพื่อการพิจารณาและประกันภัย ตามนโยบายคุ้มครองข้อมูลส่วนบุคคลในเว็บไซต์ www.fwd.co.th และรับทราบว่า FWD จะเปิดเผยข้อมูลส่วนบุคคลของคุณลูกค้า หรือผู้ย้อนแก่สำนักงานคณะกรรมการคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัย สำนักงาน คปภ. เพื่อการกำกับดูแลธุรกิจประกันภัย สามารถอ่านนโยบายคุ้มครองข้อมูลส่วนบุคคลได้ที่เว็บไซต์ www.oic.or.th คุณลูกค้ารับรองว่าข้อมูลส่วนบุคคลของบุคคลอื่นที่คุณลูกค้าให้แก่ FWD นั้นถูกต้องสมบูรณ์โดยได้รับความยินยอม หรือสามารถอาศัยทางกฎหมายในการใช้นะคะ,"Dear representative, for insurance consideration or payment under the policy, you, as the customer, consent to FWD collecting, using or disclosing sensitive personal data such as your health information or speaking further to other insurance companies, reinsurance"
1818.2,1835.6,และเปิดเผยข้อมูลรวมถึงได้แจ้งให้บุคคลอื่นรับทราบนโยบายความคุ้มครองข้อมูลส่วนบุคคลของ FWD แล้ว และรับรองว่า FWD และสำนักงาน คปภ. สามารถเก็บรวบรวม ใช้ เปิดเผยข้อมูลส่วนบุคคลตามวัตถุประสงค์ในนโยบายของ FWD และสำนักงาน คปภ. ที่เกี่ยวข้องกับการประกันภัยอันนี้ ยินยอมนะคะ,"And has disclosed information as well as notified other persons of FWD's personal data protection policy and certifies that FWD and the Office of Insurance Commission can collect, use, disclose personal information in accordance with the objectives of FWD's policy and the Office of Insurance Commission related to this insurance, agree."
1837.2,1886.7,คุณลูกค้ายินยอมให้ FWD เก็บรวบรวม ใช้ และเปิดเผยข้อมูลส่วนบุคคลเพื่อการวิเคราะห์ปรับปรุงผลิตภัณฑ์ บริการอื่นๆ คุณลูกค้ายินยอมนะคะ ค่ะ คุณลูกค้ายินยอมให้ FWD เก็บรวบรวม และ/หรือใช้ข้อมูลส่วนบุคคลและข้อมูลส่วนบุคคลที่มีความอ่อนไหว เพื่อเสนอผลิตภัณฑ์ บริการ และข้อเสนอพิเศษอื่น รวมถึงโอน และ/หรือเปิดเผยแก่บริษัทคู่ค้า หรือบริษัทในเครือ เพื่อการวิเคราะห์ ปรับปรุงบริการ ผลิตภัณฑ์ และอื่นๆ รวมถึงการเสนอผลิตภัณฑ์ บริการ และข้อเสนอพิเศษอื่นๆ คุณลูกค้ายินยอมนะคะ ค่ะ หากในอนาคต ค่ะ คุณลูกค้ามีความประสงค์เปลี่ยนแปลงความยินยอม สามารถติดต่อผ่านศูนย์บริการลูกค้า 1351 ครั้งนี้ FWD ขอเรียนให้ทราบว่า การถอนความยินยอมในภายหลังจะทำให้ท่านเสียสิทธิ์ในการรับข้อเสนอผลิตภัณฑ์ ข้อเสนอพิเศษอื่นพิเศษ และข่าวสารต่างๆ ทั้ง 3 FWD และบริษัทคู่ค้าด้วย นะคะ ค่ะ,"You, the customer, agree to allow FWD to collect, use and disclose personal information for the purpose of analyzing and improving products and other services. You, the customer, agree that you allow FWD to collect and/or use personal information and sensitive personal information to offer products, services and other special offers, including transferring and/or disclosing to partner companies or affiliates for the analysis, improvement of services, products and others, including offering products, services and other special offers. You, the customer, agree. If in the future, you wish to change your consent, you can contact the Customer Service Center at 1351. At this time, FWD would like to inform you that withdrawing consent at a later time will cause you to lose the right to receive product offers, other special offers and various news from all 3 FWD an"
1887.2,1947.0,ค่ะ ต่อไปค่ะ คุณลูกค้า ตัวนี้จะเป็นบทยืนยันนิดนึงนะคะ ผลประโยชน์ที่คุณลูกค้าจะได้รับนะคะ ดิฉันนะคะ เชื้อรา คุณโตนด นะคะ ใบอนุญาตนายหน้าเลขที่ 6603010588 ค่ะ จากบริษัทไทยพาณิชย์โปรเทคจำกัด รับประกันภัยโดยบริษัท fwd ประกันชีวิตจำกัด มหาชน ขออนุญาตยืนยันข้อมูลนะคะ เพื่อเป็นการรับสมัครความคุ้มครองทางโทรศัพท์โดยไม่ต้องกรอกเอกสารการสมัครใดๆทั้งสิ้น ขณะนี้ค่ะ คุณนฤมลแสงทอง มีอายุระหว่าง 20-50 ปี ต้องการสมัครทำประกันชีวิตแบบตลอดชีวิตคุ้มครองโรคร้ายแรง 90 ปี 90/20 กับบริษัท fwd ประกันชีวิตจำกัด มหาชน ดำเนินธุรกิจประกันชีวิตในประเทศไทยภายใต้การกำกับการกำกับดูแลของ คปภ. ดิฉันขอยืนยันผลประโยชน์ที่คุณนฤมลจะได้รับนะคะ คุณนฤมลสมัครรับความคุ้มครองประกันชีวิตแบบตลอดชีวิตคุ้มครองโรคร้ายแรง 90/20 เลย ผลประโยชน์ความคุ้มครองที่คุณนฤมลจะได้รับดังนี้ค่ะ 1. กรณีเจ็บป่วยด้วยโรคร้ายแรง โรคร้ายแรงระดับเริ่มต้น 4 โรค เช่น โรคมะเร็งระยะไม่ลุกลาม บริษัทจะจ่าย 25% ของทุนประกันภัย ได้อย่างช่วยแบ่งเบาภาระ โดยบริษัทจะยกเว้นค่าเบี้ย,"Next, dear customer, this will be a little confirmation of the benefits you will receive. I am Chue Ra Khun Tonod, broker license number 6603010588 from Thai Commercial Pro Tech Company Limited, insured by"
1947.2,2007.0,A,N
2007.2,2029.1,"ยกเว้นดังนี้ค่ะ
1. 5 ตัวตายภายใน 1 ปีนับตั้งแต่วันเริ่มมีผลคุ้มครองตามกรมธรรม์ หรือถูกผู้รับผลประโยชน์ฆ่าตายค่ะ
2. ไม่เปิดเผยความจริงเลย แสดงความคิดบริษัทจะบอกล้างสัญญาภายใน 2 ปี
3. การเจ็บป่วยด้วยโรคร้ายแรงเกิดขึ้นก่อนวันเริ่มมีผลคุ้มครอง หรือเกิดขึ้นภายในระยะเวลาไม่คุ้มครอง 90 วันนับแต่วันที่สัญญาเริ่มมีผลคุ้มครอง 
ทั้งนี้ค่ะ คุณนฤมลสามารถศึกษารายละเอียดเพิ่มเติมได้จากการอ่านกรมธรรม์ค่ะ",
2030.3,2048.7,"คุณนฤมลค่ะ ตกลงยินยอมให้บริษัท FWD ประกันชีวิต จำกัด (มหาชน) เรียกเก็บค่าเบี้ยประกันภัยของครูนฤมล โดยชำระเบี้ยรายเดือน เป็นจำนวนเงินงวดละ 1,485 บาท ระยะเวลาการชำระเบี้ยประกันภัย 20 ปี ผ่านบัญชีธนาคารออมสิน อันนี้คุณลูกค้าตกลงนะคะ ค่ะ รบกวนตอบตกลงให้หน่อยนะคะ","Ms. Naruemon, do you agree to allow FWD Life Insurance Public Company Limited to collect premiums for Teacher Naruemon by paying a monthly premium of 1,485 baht for a period of 20 years through the Government Savings Bank account? Please kindly confirm your agreement."
2049.6,2109.4,ตกลงค่ะ ขอบคุณค่ะ หลังจากนี้ค่ะ เมื่อกรมธรรม์ได้รับการอนุมัติแล้วค่ะ คุณโอ คุณนฤมล จะได้รับ SMS 2 ข้อความนะคะจาก FWD ที่ 1 จะแจ้งยืนยันกรมธรรม์ที่ได้รับการอนุมัติ พร้อมลิงก์เข้าไปตรวจสอบอ่านข้อมูลกรมธรรม์ รายละเอียดความคุ้มครอง และรอบการชำระค่าเบี้ย เมื่อคุณนฤมลตรวจสอบเรียบร้อยแล้ว กรุณากดยืนยันความถูกต้องของกรมธรรม์ที่ด้านล่างสุดด้วยค่ะ ส่วน SMS ที่ 2 จะเป็นลิงก์เพื่อยืนยันตัวตน สำหรับทาอ่าการทำประกันผ่านระบบ E-KYC นะคะ ด้วยตนเองเป็นขั้นตอนสำคัญที่กฎหมายกำหนด และต้องใช้บัตรประชาชนประกอบด้วยนะคะ เพื่อเป็นการรักษาผลประโยชน์อ่าความคุ้มครองของกรมธรรม์ให้มีผลบังคับอย่างต่อเนื่อง กรุณาชำระเบี้ยประกันภัยเมื่อถึงกำหนดชำระทุกครั้ง เพราะหากกรมธรรม์อายุ ค่ะคุณนฤมลจะต้องส่งหลักฐานแสดงว่ามีสุขภาพสมบูรณ์ และสามารถทำประกันชีวิตต่อได้ตามเงื่อนไข อ่ากรมธรรม์หรือไม่ค่ะ คุณสามารถเปลี่ยนแปลงวิธีการชำระเบี้ยประกันภัย หรือเปลี่ยนแปลงข้อมูลส่วนตัว เช่น ที่อยู่ เบอร์โทร อีเมล กรุณาติดต่อ FWD ที่ 1351 ค่ะ คุณจะได้รับเล่มกรมธรรม์ประกันชีวิตภายหลัง,"Okay, thank you. After this, when the insurance policy"
2109.5,2169.3,ภายใน 10 วันทำการนับจากวันที่บริษัทอนุมัติรับประกันภัย กรุณาตรวจสอบความถูกต้อง เงื่อนไขความคุ้มครอง และข้อยกเว้น รวมถึงรายละเอียดต่าง ๆ ในกรมธรรม์ ทางนี้ทางสำนักงาน กปภ. กำหนดว่าภายใน 7 วันนับจากวันที่บริษัทรับจากวันที่ทางบริษัทได้จัดส่งกรมธรรม์ จะมีเจ้าหน้าที่ติดต่ออีกครั้งเพื่อให้แน่ใจว่าคุณนฤมลได้รับกรมธรรม์เรียบร้อยแล้วนะคะ หากคุณนฤมลพิจารณารายละเอียดจากเล่มกรมธรรม์ ได้มีความประสงค์ที่จะยกเลิกกรมธรรม์ประกันชีวิต คุณณัฐวุฒิ เมลแสงทอง สามารถแจ้งเป็นลายลักษณ์อักษรให้ FWD ทราบภายใน 30 วันนับตั้งแต่วันที่ได้รับกรมธรรม์ประกันชีวิตค่ะ โดยคุณนฤมลจะได้รับเบี้ยประกันชีวิตคืนเต็มจำนวน รวมถึงหากกรณีคุณลูกค้าประสงค์เวณคืนกรมธรรม์ก่อนครบกำหนด คุณลูกค้าอาจจะได้รับเงินคืนเป็นจำนวนน้อยกว่าเบี้ยประกันภัยที่จ่ายไปแล้วครั้งนี้ ขึ้นอยู่กับระยะเวลาที่เวนคืนตามตารางท้ายกรมธรรม์ค่ะ หากคุณนฤมลมีข้อสงสัยหรือต้องการข้อมูลเพิ่มเติม ติดต่อได้ที่ 1314 SCB Protect Call Center หรือ LINE Official Account @scbprotect นะคะ กรณีไม่ได้รับเล่มกรมธรรม์,"Within 10 business days from the date the company approves the insurance, please check the accuracy, coverage conditions and exclusions, including various details in the policy. The OIC office stipulates that within 7 days from the date the company receives the policy from the company, an officer will contact you again to ensure that you, Narumol,"
2169.4,2204.0,มีข้อสงสัยในรายละเอียดของกรมธรรม์ สอบถามได้ที่บริษัท FWD ประกันชีวิตจำกัด (มหาชน) ที่หมายเลข 1351 ในวันและเวลาทำการค่ะ คุณนฤมลแสงทอง ตกลงตามข้อความที่กล่าวมาทั้งหมดนะคะ ค่ะรบกวนตอบตกลงให้นิดนึงค่ะ ตกลงค่ะอันนี้รบกวนคุณลูกค้านะคะ ทวนเบอร์โทรศัพท์ที่สามารถรับ SMS ได้หน่อยค่ะ คุณลูกค้าอันนี้เป็นเบอร์อะไรคะ 097-2241858 โอเคค่ะ ตรงนี้ข้อมูลครบถ้วนเรียบร้อยแล้วค่ะ คุณลูกค้า ถ้าหากว่ามีข้อมูลตรงไหนตกหล่น ทางเราขออนุญาตติดต่อกลับไปสอบถามอีกครั้งนึงนะคะ,"If you have any questions about the details of the insurance policy, please contact FWD Life Insurance Public Company Limited at 1351 during business hours. Ms. Narumon Saengthong, do you agree with all the statements mentioned? Please kindly confirm. This is to reconfirm with you, the customer. Could you please repeat the phone number that can receive SMS? What is this customer's number? 097-2241858. Okay, the information is complete now. If there is any missing information, we would like to ask for permission to contact you again."
